Ping_ID,Shipment_ID,Waypoint_Seq,Recorded_At,Vehicle_Speed_KMH,Instantaneous_Temp_C,Ambient_Temp_C,Compressor_Power_KW,Door_State
PING-26509,SHP-1265,9,2026-03-23 13:59:00,50,4.22,42.98,2.4,CLOSED
PING-26510,SHP-1265,10,2026-03-23 14:51:00,49,4.27,41.9,2.4,CLOSED
PING-26601,SHP-1266,1,2026-03-23 10:00:00,76,3.88,40.51,2.4,CLOSED
PING-26602,SHP-1266,2,2026-03-23 10:40:00,45,3.95,40.5,2.4,CLOSED
PING-26603,SHP-1266,3,2026-03-23 11:28:00,56,3.68,35.8,2.4,CLOSED
PING-26604,SHP-1266,4,2026-03-23 12:12:00,60,3.78,37.49,2.4,CLOSED
PING-26605,SHP-1266,5,2026-03-23 12:49:00,48,3.63,39.82,2.4,CLOSED
PING-26606,SHP-1266,6,2026-03-23 13:27:00,56,3.69,36.62,2.4,CLOSED
PING-26607,SHP-1266,7,2026-03-23 14:17:00,58,3.66,38.64,2.4,CLOSED
PING-26608,SHP-1266,8,2026-03-23 15:04:00,63,3.54,39.06,2.4,CLOSED
PING-26701,SHP-1267,1,2026-03-23 12:00:00,63,3.7,27.31,2.4,CLOSED
PING-26702,SHP-1267,2,2026-03-23 12:47:00,51,3.77,28.61,2.4,CLOSED
PING-26703,SHP-1267,3,2026-03-23 13:38:00,0,6.79,31.83,4.8,OPEN
PING-26704,SHP-1267,4,2026-03-23 14:21:00,53,5.59,32.53,2.4,CLOSED
PING-26705,SHP-1267,5,2026-03-23 15:18:00,45,4.39,31.35,2.4,CLOSED
PING-26706,SHP-1267,6,2026-03-23 15:55:00,54,4.11,28.59,2.4,CLOSED
PING-26707,SHP-1267,7,2026-03-23 16:50:00,0,7.76,32.51,4.8,OPEN
PING-26708,SHP-1267,8,2026-03-23 17:42:00,58,6.56,30.95,2.4,CLOSED
PING-26709,SHP-1267,9,2026-03-23 18:41:00,68,5.36,31.3,2.4,CLOSED
PING-26710,SHP-1267,10,2026-03-23 19:39:00,48,4.16,30.99,2.4,CLOSED
PING-26801,SHP-1268,1,2026-03-23 14:00:00,69,-20.5,31.69,2.4,CLOSED
PING-26802,SHP-1268,2,2026-03-23 14:58:00,55,-20.37,31.6,2.4,CLOSED
PING-26803,SHP-1268,3,2026-03-23 15:46:00,48,-20.62,30.98,2.4,CLOSED
PING-26804,SHP-1268,4,2026-03-23 16:40:00,45,-20.61,33.71,2.4,CLOSED
PING-26805,SHP-1268,5,2026-03-23 17:25:00,52,-20.6,33.04,2.4,CLOSED
PING-26806,SHP-1268,6,2026-03-23 18:24:00,54,-20.86,31.35,2.4,CLOSED
PING-26807,SHP-1268,7,2026-03-23 19:05:00,71,-20.93,35.03,2.4,CLOSED
PING-26808,SHP-1268,8,2026-03-23 19:45:00,66,-20.9,32.88,2.4,CLOSED
PING-26809,SHP-1268,9,2026-03-23 20:30:00,61,-21.08,32.22,2.4,CLOSED
PING-26810,SHP-1268,10,2026-03-23 21:24:00,49,-20.92,30.5,2.4,CLOSED
PING-26811,SHP-1268,11,2026-03-23 22:21:00,73,-20.9,30.33,2.4,CLOSED
PING-26812,SHP-1268,12,2026-03-23 23:09:00,73,-20.88,30.55,2.4,CLOSED
PING-26901,SHP-1269,1,2026-03-23 16:00:00,74,4.53,25.89,2.4,CLOSED
PING-26902,SHP-1269,2,2026-03-23 16:54:00,68,4.78,25.93,2.4,CLOSED
PING-26903,SHP-1269,3,2026-03-23 17:30:00,0,8.69,28.84,4.8,OPEN
PING-26904,SHP-1269,4,2026-03-23 18:14:00,50,7.49,25.4,2.4,CLOSED
PING-26905,SHP-1269,5,2026-03-23 19:03:00,55,6.29,26.96,2.4,CLOSED
PING-26906,SHP-1269,6,2026-03-23 20:02:00,67,5.09,25.59,2.4,CLOSED
PING-26907,SHP-1269,7,2026-03-23 21:00:00,0,8.36,24.31,4.8,OPEN
PING-26908,SHP-1269,8,2026-03-23 21:47:00,66,7.16,28.21,2.4,CLOSED
PING-27001,SHP-1270,1,2026-03-23 18:00:00,67,3.67,34.73,2.4,CLOSED
PING-27002,SHP-1270,2,2026-03-23 18:52:00,56,3.97,34.41,2.4,CLOSED
PING-27003,SHP-1270,3,2026-03-23 19:44:00,55,4.08,34.15,2.4,CLOSED
PING-27004,SHP-1270,4,2026-03-23 20:41:00,65,3.91,31.99,2.4,CLOSED
PING-27005,SHP-1270,5,2026-03-23 21:40:00,52,3.9,31.93,2.4,CLOSED
PING-27006,SHP-1270,6,2026-03-23 22:31:00,64,3.65,34.95,2.4,CLOSED
PING-27007,SHP-1270,7,2026-03-23 23:27:00,77,3.39,33.67,2.4,CLOSED
PING-27008,SHP-1270,8,2026-03-24 00:06:00,50,3.1,34.44,2.4,CLOSED
PING-27101,SHP-1271,1,2026-03-23 20:00:00,53,3.49,31.99,2.4,CLOSED
PING-27102,SHP-1271,2,2026-03-23 20:36:00,57,3.61,30.91,2.4,CLOSED
PING-27103,SHP-1271,3,2026-03-23 21:11:00,72,3.74,31.58,2.4,CLOSED
PING-27104,SHP-1271,4,2026-03-23 22:00:00,65,3.58,29.48,2.4,CLOSED
PING-27105,SHP-1271,5,2026-03-23 22:47:00,75,3.67,31.51,2.4,CLOSED
PING-27106,SHP-1271,6,2026-03-23 23:41:00,75,3.73,31.6,2.4,CLOSED
PING-27107,SHP-1271,7,2026-03-24 00:23:00,46,3.96,30.16,2.4,CLOSED
PING-27108,SHP-1271,8,2026-03-24 01:00:00,45,4.17,34.15,2.4,CLOSED
PING-27109,SHP-1271,9,2026-03-24 01:46:00,58,3.87,30.44,2.4,CLOSED
PING-27110,SHP-1271,10,2026-03-24 02:36:00,61,3.98,29.63,2.4,CLOSED
PING-27201,SHP-1272,1,2026-03-23 22:00:00,57,2.79,39.23,2.4,CLOSED
PING-27202,SHP-1272,2,2026-03-23 22:48:00,65,2.9,35.66,2.4,CLOSED
PING-27203,SHP-1272,3,2026-03-23 23:44:00,75,2.72,36.2,2.4,CLOSED
PING-27204,SHP-1272,4,2026-03-24 00:37:00,55,2.59,36.53,2.4,CLOSED
PING-27205,SHP-1272,5,2026-03-24 01:30:00,74,2.62,36.51,2.4,CLOSED
PING-27206,SHP-1272,6,2026-03-24 02:22:00,49,2.77,37.02,2.4,CLOSED
PING-27207,SHP-1272,7,2026-03-24 03:09:00,55,2.68,38.6,2.4,CLOSED
PING-27208,SHP-1272,8,2026-03-24 03:49:00,75,2.81,37.93,2.4,CLOSED
PING-27209,SHP-1272,9,2026-03-24 04:39:00,73,2.55,36.39,2.4,CLOSED
PING-27210,SHP-1272,10,2026-03-24 05:29:00,64,2.84,38.81,2.4,CLOSED
PING-27301,SHP-1273,1,2026-03-24 00:00:00,45,3.7,34.77,2.4,CLOSED
PING-27302,SHP-1273,2,2026-03-24 00:48:00,71,3.5,33.06,2.4,CLOSED
PING-27303,SHP-1273,3,2026-03-24 01:30:00,0,7.45,34.54,4.8,OPEN
PING-27304,SHP-1273,4,2026-03-24 02:27:00,65,6.25,35.1,2.4,CLOSED
PING-27305,SHP-1273,5,2026-03-24 03:22:00,46,5.05,35.3,2.4,CLOSED
PING-27306,SHP-1273,6,2026-03-24 04:12:00,47,3.85,33.83,2.4,CLOSED
PING-27307,SHP-1273,7,2026-03-24 04:49:00,0,7.56,34.04,4.8,OPEN
PING-27308,SHP-1273,8,2026-03-24 05:47:00,51,6.36,34.36,2.4,CLOSED
PING-27309,SHP-1273,9,2026-03-24 06:27:00,65,5.16,35.0,2.4,CLOSED
PING-27310,SHP-1273,10,2026-03-24 07:20:00,71,3.96,35.72,2.4,CLOSED
PING-27311,SHP-1273,11,2026-03-24 07:56:00,67,3.87,33.77,2.4,CLOSED
PING-27312,SHP-1273,12,2026-03-24 08:35:00,58,3.9,33.18,2.4,CLOSED
PING-27401,SHP-1274,1,2026-03-24 02:00:00,65,3.88,27.3,2.4,CLOSED
PING-27402,SHP-1274,2,2026-03-24 02:59:00,72,3.8,30.2,2.4,CLOSED
PING-27403,SHP-1274,3,2026-03-24 03:37:00,0,7.67,31.16,4.8,OPEN
PING-27404,SHP-1274,4,2026-03-24 04:25:00,61,6.47,27.74,2.4,CLOSED
PING-27405,SHP-1274,5,2026-03-24 05:16:00,75,5.27,27.77,2.4,CLOSED
PING-27406,SHP-1274,6,2026-03-24 05:57:00,74,4.07,28.82,2.4,CLOSED
PING-27407,SHP-1274,7,2026-03-24 06:48:00,0,7.26,30.54,4.8,OPEN
PING-27408,SHP-1274,8,2026-03-24 07:33:00,54,6.06,27.53,2.4,CLOSED
PING-27409,SHP-1274,9,2026-03-24 08:26:00,69,4.86,30.95,2.4,CLOSED
PING-27410,SHP-1274,10,2026-03-24 09:17:00,45,4.71,31.71,2.4,CLOSED
PING-27501,SHP-1275,1,2026-03-24 04:00:00,74,3.43,40.64,2.4,CLOSED
PING-27502,SHP-1275,2,2026-03-24 04:51:00,48,3.71,40.85,2.4,CLOSED
PING-27503,SHP-1275,3,2026-03-24 05:27:00,53,3.71,43.21,2.4,CLOSED
PING-27504,SHP-1275,4,2026-03-24 06:11:00,73,3.79,43.61,2.4,CLOSED
PING-27505,SHP-1275,5,2026-03-24 06:58:00,47,3.76,38.27,2.4,CLOSED
PING-27506,SHP-1275,6,2026-03-24 07:48:00,57,3.5,38.22,2.4,CLOSED
PING-27507,SHP-1275,7,2026-03-24 08:38:00,49,3.46,39.83,2.4,CLOSED
PING-27508,SHP-1275,8,2026-03-24 09:27:00,60,3.55,42.62,2.4,CLOSED
PING-27601,SHP-1276,1,2026-03-24 06:00:00,56,3.61,35.78,2.4,CLOSED
PING-27602,SHP-1276,2,2026-03-24 06:47:00,74,3.53,32.96,2.4,CLOSED
PING-27603,SHP-1276,3,2026-03-24 07:34:00,0,5.84,37.08,4.8,OPEN
PING-27604,SHP-1276,4,2026-03-24 08:15:00,65,4.64,33.25,2.4,CLOSED
PING-27605,SHP-1276,5,2026-03-24 09:00:00,74,3.44,33.25,2.4,CLOSED
PING-27606,SHP-1276,6,2026-03-24 09:51:00,58,3.26,35.31,2.4,CLOSED
PING-27607,SHP-1276,7,2026-03-24 10:40:00,0,6.63,35.86,4.8,OPEN
PING-27608,SHP-1276,8,2026-03-24 11:21:00,58,5.43,32.55,2.4,CLOSED
PING-27701,SHP-1277,1,2026-03-24 08:00:00,62,2.51,38.47,2.4,CLOSED
PING-27702,SHP-1277,2,2026-03-24 08:59:00,54,2.39,41.16,2.4,CLOSED
PING-27703,SHP-1277,3,2026-03-24 09:34:00,0,4.71,39.66,4.8,OPEN
PING-27704,SHP-1277,4,2026-03-24 10:13:00,77,3.51,38.96,2.4,CLOSED
PING-27705,SHP-1277,5,2026-03-24 11:02:00,50,2.31,38.0,2.4,CLOSED
PING-27706,SHP-1277,6,2026-03-24 11:52:00,70,2.34,37.89,2.4,CLOSED
PING-27707,SHP-1277,7,2026-03-24 12:43:00,0,4.9,39.64,4.8,OPEN
PING-27708,SHP-1277,8,2026-03-24 13:33:00,49,3.7,39.43,2.4,CLOSED
PING-27709,SHP-1277,9,2026-03-24 14:08:00,61,2.5,40.25,2.4,CLOSED
PING-27710,SHP-1277,10,2026-03-24 14:44:00,60,2.76,41.57,2.4,CLOSED
PING-27711,SHP-1277,11,2026-03-24 15:21:00,48,3.03,38.95,2.4,CLOSED
PING-27712,SHP-1277,12,2026-03-24 16:19:00,46,2.87,40.77,2.4,CLOSED
PING-27801,SHP-1278,1,2026-03-24 10:00:00,56,3.9,36.72,2.4,CLOSED
PING-27802,SHP-1278,2,2026-03-24 10:53:00,59,3.8,37.53,2.4,CLOSED
PING-27803,SHP-1278,3,2026-03-24 11:45:00,0,7.99,38.98,4.8,OPEN
PING-27804,SHP-1278,4,2026-03-24 12:31:00,70,6.79,38.84,2.4,CLOSED
PING-27805,SHP-1278,5,2026-03-24 13:07:00,48,5.59,35.52,2.4,CLOSED
PING-27806,SHP-1278,6,2026-03-24 13:53:00,72,4.39,37.03,2.4,CLOSED
PING-27807,SHP-1278,7,2026-03-24 14:37:00,0,8.55,39.91,4.8,OPEN
PING-27808,SHP-1278,8,2026-03-24 15:28:00,53,7.35,35.95,2.4,CLOSED
PING-27809,SHP-1278,9,2026-03-24 16:03:00,48,6.15,36.92,2.4,CLOSED
PING-27810,SHP-1278,10,2026-03-24 16:51:00,47,4.95,36.06,2.4,CLOSED
PING-27811,SHP-1278,11,2026-03-24 17:30:00,65,5.03,38.34,2.4,CLOSED
PING-27812,SHP-1278,12,2026-03-24 18:11:00,57,3.83,35.84,2.4,CLOSED
PING-27901,SHP-1279,1,2026-03-24 12:00:00,67,-19.91,25.24,2.4,CLOSED
PING-27902,SHP-1279,2,2026-03-24 12:50:00,67,-19.69,25.38,2.4,CLOSED
PING-27903,SHP-1279,3,2026-03-24 13:41:00,72,-19.62,25.01,2.4,CLOSED
PING-27904,SHP-1279,4,2026-03-24 14:33:00,67,-19.9,29.31,2.4,CLOSED
PING-27905,SHP-1279,5,2026-03-24 15:12:00,64,-20.01,28.06,2.4,CLOSED
PING-27906,SHP-1279,6,2026-03-24 15:55:00,74,-19.91,28.03,2.4,CLOSED
PING-27907,SHP-1279,7,2026-03-24 16:47:00,75,-19.98,25.56,2.4,CLOSED
PING-27908,SHP-1279,8,2026-03-24 17:27:00,66,-20.06,28.77,2.4,CLOSED
PING-27909,SHP-1279,9,2026-03-24 18:05:00,71,-19.87,27.26,2.4,CLOSED
PING-27910,SHP-1279,10,2026-03-24 18:59:00,50,-20.06,28.78,2.4,CLOSED
PING-27911,SHP-1279,11,2026-03-24 19:46:00,67,-20.21,28.94,2.4,CLOSED
PING-27912,SHP-1279,12,2026-03-24 20:36:00,60,-20.3,28.17,2.4,CLOSED
PING-28001,SHP-1280,1,2026-03-24 14:00:00,59,3.78,39.43,2.4,CLOSED
PING-28002,SHP-1280,2,2026-03-24 14:37:00,77,3.59,37.83,2.4,CLOSED
PING-28003,SHP-1280,3,2026-03-24 15:13:00,0,5.51,40.04,4.8,OPEN
PING-28004,SHP-1280,4,2026-03-24 16:09:00,60,4.31,35.95,2.4,CLOSED
PING-28005,SHP-1280,5,2026-03-24 17:04:00,58,4.2,38.8,2.4,CLOSED
PING-28006,SHP-1280,6,2026-03-24 17:47:00,74,4.28,39.44,2.4,CLOSED
PING-28007,SHP-1280,7,2026-03-24 18:31:00,0,6.83,36.62,4.8,OPEN
PING-28008,SHP-1280,8,2026-03-24 19:14:00,61,5.63,37.34,2.4,CLOSED
PING-28009,SHP-1280,9,2026-03-24 19:52:00,50,4.43,36.94,2.4,CLOSED
PING-28010,SHP-1280,10,2026-03-24 20:41:00,61,4.49,39.11,2.4,CLOSED
PING-28011,SHP-1280,11,2026-03-24 21:34:00,49,4.45,37.97,2.4,CLOSED
PING-28012,SHP-1280,12,2026-03-24 22:18:00,77,4.23,37.08,2.4,CLOSED
PING-28101,SHP-1281,1,2026-03-24 16:00:00,45,3.74,32.24,2.4,CLOSED
PING-28102,SHP-1281,2,2026-03-24 16:38:00,55,3.96,29.42,2.4,CLOSED
PING-28103,SHP-1281,3,2026-03-24 17:13:00,74,3.86,27.54,2.4,CLOSED
PING-28104,SHP-1281,4,2026-03-24 17:58:00,57,3.58,28.35,2.4,CLOSED
PING-28105,SHP-1281,5,2026-03-24 18:39:00,59,3.81,28.91,2.4,CLOSED
PING-28106,SHP-1281,6,2026-03-24 19:28:00,53,3.6,30.4,2.4,CLOSED
PING-28107,SHP-1281,7,2026-03-24 20:08:00,61,3.71,31.65,2.4,CLOSED
PING-28108,SHP-1281,8,2026-03-24 21:06:00,56,3.48,29.16,2.4,CLOSED
PING-28109,SHP-1281,9,2026-03-24 21:44:00,70,3.67,30.06,2.4,CLOSED
PING-28110,SHP-1281,10,2026-03-24 22:32:00,63,3.41,31.75,2.4,CLOSED
PING-28111,SHP-1281,11,2026-03-24 23:21:00,67,3.27,29.39,2.4,CLOSED
PING-28112,SHP-1281,12,2026-03-25 00:09:00,57,3.26,31.35,2.4,CLOSED
PING-28201,SHP-1282,1,2026-03-24 18:00:00,76,3.7,31.56,2.4,CLOSED
PING-28202,SHP-1282,2,2026-03-24 18:50:00,74,3.74,35.1,2.4,CLOSED
PING-28203,SHP-1282,3,2026-03-24 19:49:00,0,8.04,32.21,4.8,OPEN
PING-28204,SHP-1282,4,2026-03-24 20:42:00,62,6.84,32.15,2.4,CLOSED
PING-28205,SHP-1282,5,2026-03-24 21:21:00,47,5.64,35.35,2.4,CLOSED
PING-28206,SHP-1282,6,2026-03-24 22:04:00,73,4.44,34.32,2.4,CLOSED
PING-28207,SHP-1282,7,2026-03-24 22:55:00,0,7.0,33.49,4.8,OPEN
PING-28208,SHP-1282,8,2026-03-24 23:40:00,52,5.8,35.55,2.4,CLOSED
PING-28209,SHP-1282,9,2026-03-25 00:30:00,46,4.6,35.48,2.4,CLOSED
PING-28210,SHP-1282,10,2026-03-25 01:07:00,58,3.4,34.11,2.4,CLOSED
PING-28211,SHP-1282,11,2026-03-25 01:42:00,66,3.49,34.56,2.4,CLOSED
PING-28212,SHP-1282,12,2026-03-25 02:21:00,53,3.34,36.25,2.4,CLOSED
PING-28301,SHP-1283,1,2026-03-24 20:00:00,69,4.1,34.33,2.4,CLOSED
PING-28302,SHP-1283,2,2026-03-24 20:54:00,77,4.01,32.09,2.4,CLOSED
PING-28303,SHP-1283,3,2026-03-24 21:29:00,49,3.93,30.37,2.4,CLOSED
PING-28304,SHP-1283,4,2026-03-24 22:11:00,67,3.66,30.11,2.4,CLOSED
PING-28305,SHP-1283,5,2026-03-24 22:51:00,47,3.42,31.17,2.4,CLOSED
PING-28306,SHP-1283,6,2026-03-24 23:40:00,73,3.7,34.52,2.4,CLOSED
PING-28307,SHP-1283,7,2026-03-25 00:19:00,47,3.56,33.98,2.4,CLOSED
PING-28308,SHP-1283,8,2026-03-25 00:55:00,53,3.59,31.04,2.4,CLOSED
PING-28309,SHP-1283,9,2026-03-25 01:54:00,72,3.74,32.85,2.4,CLOSED
PING-28310,SHP-1283,10,2026-03-25 02:50:00,76,3.83,31.25,2.4,CLOSED
PING-28401,SHP-1284,1,2026-03-24 22:00:00,56,2.26,33.59,2.4,CLOSED
PING-28402,SHP-1284,2,2026-03-24 22:55:00,75,2.49,29.98,2.4,CLOSED
PING-28403,SHP-1284,3,2026-03-24 23:37:00,72,2.33,31.84,2.4,CLOSED
PING-28404,SHP-1284,4,2026-03-25 00:17:00,61,2.26,31.0,2.4,CLOSED
PING-28405,SHP-1284,5,2026-03-25 01:14:00,74,2.19,30.53,2.4,CLOSED
PING-28406,SHP-1284,6,2026-03-25 02:07:00,74,2.45,28.41,2.4,CLOSED
PING-28407,SHP-1284,7,2026-03-25 02:47:00,59,2.44,31.62,2.4,CLOSED
PING-28408,SHP-1284,8,2026-03-25 03:45:00,59,2.21,29.16,2.4,CLOSED
PING-28409,SHP-1284,9,2026-03-25 04:42:00,60,2.49,28.67,2.4,CLOSED
PING-28410,SHP-1284,10,2026-03-25 05:36:00,56,2.61,32.98,2.4,CLOSED
PING-28411,SHP-1284,11,2026-03-25 06:35:00,63,2.64,29.74,2.4,CLOSED
PING-28412,SHP-1284,12,2026-03-25 07:24:00,54,2.6,28.47,2.4,CLOSED
PING-28501,SHP-1285,1,2026-03-25 00:00:00,60,3.11,23.9,2.4,CLOSED
PING-28502,SHP-1285,2,2026-03-25 00:54:00,67,3.34,25.18,2.4,CLOSED
PING-28503,SHP-1285,3,2026-03-25 01:32:00,72,3.27,25.62,2.4,CLOSED
PING-28504,SHP-1285,4,2026-03-25 02:07:00,77,3.13,27.43,2.4,CLOSED
PING-28505,SHP-1285,5,2026-03-25 03:04:00,62,3.29,24.53,2.4,CLOSED
PING-28506,SHP-1285,6,2026-03-25 03:47:00,73,3.34,25.19,2.4,CLOSED
PING-28507,SHP-1285,7,2026-03-25 04:25:00,50,3.38,27.07,2.4,CLOSED
PING-28508,SHP-1285,8,2026-03-25 05:06:00,58,3.22,26.97,2.4,CLOSED
PING-28509,SHP-1285,9,2026-03-25 05:54:00,74,3.07,24.31,2.4,CLOSED
PING-28510,SHP-1285,10,2026-03-25 06:29:00,49,3.13,26.49,2.4,CLOSED
PING-28601,SHP-1286,1,2026-03-25 02:00:00,73,3.08,29.31,2.4,CLOSED
PING-28602,SHP-1286,2,2026-03-25 02:51:00,77,3.25,31.04,2.4,CLOSED
PING-28603,SHP-1286,3,2026-03-25 03:30:00,0,7.27,30.73,4.8,OPEN
PING-28604,SHP-1286,4,2026-03-25 04:19:00,57,6.07,31.19,2.4,CLOSED
PING-28605,SHP-1286,5,2026-03-25 05:12:00,56,4.87,32.79,2.4,CLOSED
PING-28606,SHP-1286,6,2026-03-25 05:47:00,55,3.67,30.73,2.4,CLOSED
PING-28607,SHP-1286,7,2026-03-25 06:40:00,0,6.29,32.46,4.8,OPEN
PING-28608,SHP-1286,8,2026-03-25 07:32:00,66,5.09,32.3,2.4,CLOSED
PING-28609,SHP-1286,9,2026-03-25 08:17:00,57,3.89,32.09,2.4,CLOSED
PING-28610,SHP-1286,10,2026-03-25 08:53:00,73,2.69,33.52,2.4,CLOSED
PING-28701,SHP-1287,1,2026-03-25 04:00:00,53,4.08,41.29,2.4,CLOSED
PING-28702,SHP-1287,2,2026-03-25 04:51:00,68,3.97,39.77,2.4,CLOSED
PING-28703,SHP-1287,3,2026-03-25 05:26:00,0,6.19,42.49,4.8,OPEN
PING-28704,SHP-1287,4,2026-03-25 06:06:00,48,4.99,41.39,2.4,CLOSED
PING-28705,SHP-1287,5,2026-03-25 06:52:00,73,5.17,42.29,2.4,CLOSED
PING-28706,SHP-1287,6,2026-03-25 07:34:00,61,3.97,41.22,2.4,CLOSED
PING-28707,SHP-1287,7,2026-03-25 08:17:00,0,5.88,40.37,4.8,OPEN
PING-28708,SHP-1287,8,2026-03-25 08:52:00,76,4.68,42.02,2.4,CLOSED
PING-28801,SHP-1288,1,2026-03-25 06:00:00,58,3.18,25.33,2.4,CLOSED
PING-28802,SHP-1288,2,2026-03-25 06:59:00,69,3.16,24.58,2.4,CLOSED
PING-28803,SHP-1288,3,2026-03-25 07:34:00,0,6.05,27.26,4.8,OPEN
PING-28804,SHP-1288,4,2026-03-25 08:21:00,74,4.85,25.99,2.4,CLOSED
PING-28805,SHP-1288,5,2026-03-25 09:03:00,75,3.65,25.84,2.4,CLOSED
PING-28806,SHP-1288,6,2026-03-25 09:44:00,71,3.41,28.14,2.4,CLOSED
PING-28807,SHP-1288,7,2026-03-25 10:19:00,0,6.14,27.72,4.8,OPEN
PING-28808,SHP-1288,8,2026-03-25 11:17:00,57,4.94,28.4,2.4,CLOSED
PING-28809,SHP-1288,9,2026-03-25 12:01:00,50,3.74,23.62,2.4,CLOSED
PING-28810,SHP-1288,10,2026-03-25 12:44:00,76,3.67,24.73,2.4,CLOSED
PING-28901,SHP-1289,1,2026-03-25 08:00:00,74,3.74,26.93,2.4,CLOSED
PING-28902,SHP-1289,2,2026-03-25 08:44:00,45,3.86,26.53,2.4,CLOSED
PING-28903,SHP-1289,3,2026-03-25 09:26:00,0,7.92,27.58,4.8,OPEN
PING-28904,SHP-1289,4,2026-03-25 10:10:00,53,6.72,27.92,2.4,CLOSED
PING-28905,SHP-1289,5,2026-03-25 10:48:00,53,5.52,26.28,2.4,CLOSED
PING-28906,SHP-1289,6,2026-03-25 11:38:00,57,4.32,27.45,2.4,CLOSED
PING-28907,SHP-1289,7,2026-03-25 12:29:00,0,8.61,28.88,4.8,OPEN
PING-28908,SHP-1289,8,2026-03-25 13:14:00,69,7.41,29.89,2.4,CLOSED
PING-28909,SHP-1289,9,2026-03-25 14:01:00,58,6.21,25.1,2.4,CLOSED
PING-28910,SHP-1289,10,2026-03-25 14:58:00,53,5.01,25.02,2.4,CLOSED
PING-29001,SHP-1290,1,2026-03-25 10:00:00,72,2.14,29.77,2.4,CLOSED
PING-29002,SHP-1290,2,2026-03-25 10:50:00,68,2.14,28.52,2.4,CLOSED
PING-29003,SHP-1290,3,2026-03-25 11:48:00,53,2.23,28.34,2.4,CLOSED
PING-29004,SHP-1290,4,2026-03-25 12:26:00,64,2.4,29.75,2.4,CLOSED
PING-29005,SHP-1290,5,2026-03-25 13:09:00,73,2.61,30.86,2.4,CLOSED
PING-29006,SHP-1290,6,2026-03-25 13:57:00,69,2.8,29.86,2.4,CLOSED
PING-29007,SHP-1290,7,2026-03-25 14:34:00,50,2.96,27.75,2.4,CLOSED
PING-29008,SHP-1290,8,2026-03-25 15:30:00,74,3.01,30.33,2.4,CLOSED
PING-29009,SHP-1290,9,2026-03-25 16:28:00,68,2.92,29.32,2.4,CLOSED
PING-29010,SHP-1290,10,2026-03-25 17:03:00,69,2.85,28.49,2.4,CLOSED
PING-29101,SHP-1291,1,2026-03-25 12:00:00,63,3.3,28.22,2.4,CLOSED
PING-29102,SHP-1291,2,2026-03-25 12:40:00,60,3.28,28.48,2.4,CLOSED
PING-29103,SHP-1291,3,2026-03-25 13:21:00,0,6.59,26.38,4.8,OPEN
PING-29104,SHP-1291,4,2026-03-25 14:07:00,49,5.39,25.26,2.4,CLOSED
PING-29105,SHP-1291,5,2026-03-25 14:50:00,54,4.19,27.29,2.4,CLOSED
PING-29106,SHP-1291,6,2026-03-25 15:49:00,63,4.2,30.23,2.4,CLOSED
PING-29107,SHP-1291,7,2026-03-25 16:47:00,0,8.3,25.59,4.8,OPEN
PING-29108,SHP-1291,8,2026-03-25 17:37:00,71,7.1,29.65,2.4,CLOSED
PING-29109,SHP-1291,9,2026-03-25 18:26:00,45,5.9,30.41,2.4,CLOSED
PING-29110,SHP-1291,10,2026-03-25 19:12:00,57,4.7,27.22,2.4,CLOSED
PING-29201,SHP-1292,1,2026-03-25 14:00:00,45,3.56,26.85,2.4,CLOSED
PING-29202,SHP-1292,2,2026-03-25 14:38:00,75,3.7,24.6,2.4,CLOSED
PING-29203,SHP-1292,3,2026-03-25 15:22:00,0,8.09,28.4,4.8,OPEN
PING-29204,SHP-1292,4,2026-03-25 16:20:00,50,6.89,25.59,2.4,CLOSED
PING-29205,SHP-1292,5,2026-03-25 16:58:00,54,5.69,28.35,2.4,CLOSED
PING-29206,SHP-1292,6,2026-03-25 17:37:00,62,4.49,25.85,2.4,CLOSED
PING-29207,SHP-1292,7,2026-03-25 18:32:00,0,6.31,25.6,4.8,OPEN
PING-29208,SHP-1292,8,2026-03-25 19:22:00,48,5.11,26.93,2.4,CLOSED
PING-29209,SHP-1292,9,2026-03-25 20:07:00,73,3.91,27.81,2.4,CLOSED
PING-29210,SHP-1292,10,2026-03-25 20:57:00,77,4.18,27.96,2.4,CLOSED
PING-29211,SHP-1292,11,2026-03-25 21:45:00,57,4.24,29.8,2.4,CLOSED
PING-29212,SHP-1292,12,2026-03-25 22:37:00,46,4.11,24.62,2.4,CLOSED
PING-29301,SHP-1293,1,2026-03-25 16:00:00,74,3.71,29.17,2.4,CLOSED
PING-29302,SHP-1293,2,2026-03-25 16:49:00,69,3.71,29.63,2.4,CLOSED
PING-29303,SHP-1293,3,2026-03-25 17:30:00,65,3.5,29.2,2.4,CLOSED
PING-29304,SHP-1293,4,2026-03-25 18:07:00,61,3.44,31.06,2.4,CLOSED
PING-29305,SHP-1293,5,2026-03-25 18:43:00,72,3.35,30.08,2.4,CLOSED
PING-29306,SHP-1293,6,2026-03-25 19:25:00,61,3.56,29.25,2.4,CLOSED
PING-29307,SHP-1293,7,2026-03-25 20:24:00,56,3.83,27.28,2.4,CLOSED
PING-29308,SHP-1293,8,2026-03-25 21:07:00,45,3.55,28.69,2.4,CLOSED
PING-29401,SHP-1294,1,2026-03-25 18:00:00,71,-19.76,26.63,2.4,CLOSED
